Time(s),Axis0_Ref,Axis0_Real,Axis0_Vbus,Axis1_Ref,Axis1_Real,Axis1_Vbus,Axis0_Pos_gain,Axis0_vel_gain,Axis0_vel_integrator_gain,Axis1_Pos_gain,Axis1_vel_gain,Axis1_vel_integrator_gain
18.75,-2.0000,-1.9913,51.4795,-1.6724,-1.6479,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
18.80,-2.0000,-2.0142,51.4489,-1.7560,-1.7395,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
18.85,-2.0000,-1.9989,51.3571,-1.8113,-1.7929,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
18.90,-2.0000,-2.0142,51.4336,-1.8678,-1.8616,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
18.95,-2.0000,-2.0065,51.4948,-1.9508,-1.9531,51.4948,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.05,-2.0000,-2.0142,51.4336,-2.0000,-1.9913,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.10,-2.0000,-2.0065,51.4795,-2.0000,-1.9913,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.15,-2.0000,-2.0142,51.4489,-2.0000,-2.0218,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.25,-1.9754,-1.9913,51.4336,-2.0000,-2.0065,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.30,-1.8856,-1.8921,51.4795,-2.0000,-1.9989,51.4183,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.35,-1.8252,-1.8463,51.4948,-2.0000,-2.0218,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.40,-1.7508,-1.7624,51.4948,-2.0000,-2.0218,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.45,-1.6347,-1.6403,51.5254,-2.0000,-2.0065,51.4948,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.55,-1.5200,-1.5335,51.4489,-2.0000,-1.9913,51.5407,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.65,-1.3690,-1.3886,51.4642,-2.0000,-2.0142,51.4489,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.70,-1.2736,-1.2817,51.4795,-2.0000,-2.0065,51.4183,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.75,-1.1866,-1.1978,51.4489,-2.0000,-2.0218,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.80,-1.0924,-1.0986,51.4948,-2.0000,-2.0065,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.90,-0.9974,-0.9995,51.4948,-2.0000,-2.0218,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
19.95,-0.9000,-0.9003,51.4948,-2.0000,-2.0142,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.05,-0.7607,-0.7706,51.6785,-2.0000,-1.9989,51.5254,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.10,-0.7026,-0.7095,51.5101,-2.0000,-1.9989,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.15,-0.6231,-0.6485,51.4948,-2.0000,-2.0142,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.20,-0.5214,-0.5188,51.5254,-2.0000,-1.9836,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.25,-0.4331,-0.4501,51.5254,-2.0000,-1.9913,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.30,-0.3364,-0.3281,51.4948,-2.0000,-2.0294,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.40,-0.2436,-0.2518,51.4948,-2.0000,-1.9913,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.45,-0.1821,-0.1831,51.4948,-2.0000,-1.9836,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.50,-0.1046,-0.0992,51.4948,-2.0000,-1.9684,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.55,-0.0008,-0.0076,51.5254,-2.0000,-2.0142,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.60,0.0000,0.0000,51.4948,-2.0000,-1.9989,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.65,0.0000,0.0000,51.4948,-2.0000,-1.9836,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.75,0.0000,0.0000,51.4948,-1.9659,-1.9913,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.80,0.0000,0.0000,51.4948,-1.8222,-1.8387,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.90,0.0000,-0.0229,51.5101,-1.7244,-1.7395,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
20.95,0.0000,0.0000,51.5101,-1.6268,-1.6251,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.05,0.0000,0.0076,51.6785,-1.4995,-1.5106,51.5254,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.10,0.0000,0.0000,51.6785,-1.4311,-1.4420,51.5254,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.15,0.0000,0.0000,51.6785,-1.3461,-1.3580,51.5254,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.20,0.0000,0.0076,51.6785,-1.2552,-1.2589,51.5254,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.25,0.0000,0.0000,51.6785,-1.1897,-1.2054,51.5254,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.30,0.0000,0.0000,51.5101,-1.1183,-1.1292,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.35,0.0000,0.0000,51.5101,-1.0572,-1.0834,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.40,0.0000,0.0076,51.5101,-0.9670,-0.9842,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.45,0.0000,0.0076,51.6785,-0.8704,-0.8774,51.5254,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.55,0.0000,0.0076,51.6785,-0.7476,-0.7629,51.5254,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.60,0.0000,0.0000,51.6785,-0.6444,-0.6561,51.5254,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.65,0.0000,0.0076,51.4948,-0.5327,-0.5341,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.75,0.0000,0.0000,51.4948,-0.4607,-0.4654,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.80,0.0000,0.0229,51.4948,-0.3705,-0.3891,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.85,0.0000,0.0153,51.4948,-0.2773,-0.2594,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.90,0.0000,-0.0076,51.4948,-0.2136,-0.2213,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
21.95,0.0000,0.0076,51.4948,-0.1345,-0.1297,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.05,0.0000,-0.0153,51.4948,0.0000,0.0000,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.10,0.0000,-0.0229,51.4948,0.0000,0.0000,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.15,0.0000,-0.0076,51.4948,0.0000,0.0000,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.20,0.0000,-0.0076,51.4948,0.0000,0.0000,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.25,0.0000,0.0000,51.4948,0.0000,0.0000,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.30,0.0000,-0.0153,51.4948,0.0000,0.0000,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.40,0.0000,0.0000,51.4948,0.0000,0.0000,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.45,0.0000,-0.0229,51.4948,0.0000,0.0000,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.50,0.0000,-0.0076,51.4948,0.0000,0.0000,51.4336,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.55,0.0000,-0.0076,51.4948,0.0000,0.0000,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.60,0.0000,0.0000,51.4948,0.0000,0.0000,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.65,0.0000,0.0000,51.4948,0.0000,0.0000,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.75,0.0000,0.0000,51.4948,0.0000,0.0000,51.4642,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.80,0.0000,-0.0076,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.85,0.0000,0.0000,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.90,0.0000,-0.0076,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
22.95,0.0000,0.0000,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.05,0.0000,-0.0076,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.10,0.0000,-0.0076,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.15,0.0000,0.0000,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.20,0.0000,0.0000,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.25,0.0000,0.0000,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.30,0.0000,0.0076,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.40,0.0000,0.0000,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.45,0.0000,0.0000,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.55,0.0000,-0.0076,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.65,0.0000,0.0000,51.4489,0.0000,0.0000,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.70,0.0000,-0.0076,51.4948,0.0000,0.0000,51.5101,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.75,0.0000,-0.0076,51.4489,0.0000,0.0000,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.85,0.0000,0.0000,51.4489,0.0000,0.0000,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.90,0.0000,0.0229,51.4795,0.0000,0.0000,51.4183,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
23.95,0.0000,0.0000,51.4795,0.0000,0.0000,51.4183,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
24.05,0.0000,0.0000,51.4795,0.0000,0.0000,51.4183,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
24.10,0.0000,-0.0153,51.4795,0.0000,0.0000,51.4183,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
24.15,0.0000,0.0000,51.4642,0.0000,0.0000,51.4489,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
24.20,0.0000,-0.0229,51.4795,0.0000,0.0000,51.4183,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
24.25,0.0000,0.0000,51.4795,0.0000,0.0000,51.4183,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
24.30,0.0000,0.0000,51.4489,0.0000,0.0000,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
24.40,0.0000,0.0000,51.4489,0.0000,0.0000,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
24.50,0.0000,-0.0076,51.4489,0.0000,0.0000,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
24.55,0.0000,0.0000,51.4489,0.0000,0.0000,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
24.60,0.0000,0.0000,51.4489,0.0000,0.0000,51.4795,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
24.75,0.0000,0.0000,51.4795,0.0000,0.0000,51.4183,20.000000,6.000000,10.000000,20.000000,6.000000,10.000000
